TranscriptID	GeneID	ProteinID	Description
XM_014742398.1	LOC106783661	XP_014597884.1	PREDICTED:_Polistes_canadensis_glutamate-gated_chloride_channel_(LOC106783661),_transcript_variant_X13,_mRNA
XM_014742399.1	LOC106783661	XP_014597885.1	PREDICTED:_Polistes_canadensis_glutamate-gated_chloride_channel_(LOC106783661),_transcript_variant_X14,_mRNA
XM_014742400.1	LOC106783661	XP_014597886.1	PREDICTED:_Polistes_canadensis_glutamate-gated_chloride_channel_(LOC106783661),_transcript_variant_X15,_mRNA
XM_014742401.1	LOC106783661	XP_014597887.1	PREDICTED:_Polistes_canadensis_glutamate-gated_chloride_channel_(LOC106783661),_transcript_variant_X16,_mRNA
XM_014742402.1	LOC106783661	XP_014597888.1	PREDICTED:_Polistes_canadensis_glutamate-gated_chloride_channel_(LOC106783661),_transcript_variant_X17,_mRNA
XM_014742403.1	LOC106783661	XP_014597889.1	PREDICTED:_Polistes_canadensis_glutamate-gated_chloride_channel_(LOC106783661),_transcript_variant_X18,_mRNA
XM_014742404.1	LOC106783661	XP_014597890.1	PREDICTED:_Polistes_canadensis_glutamate-gated_chloride_channel_(LOC106783661),_transcript_variant_X19,_mRNA
XM_014742405.1	LOC106783664	XP_014597891.1	PREDICTED:_Polistes_canadensis_flavin-containing_monooxygenase_FMO_GS-OX-like_2_(LOC106783664),_transcript_variant_X1,_mRNA
XM_014742406.1	LOC106783664	XP_014597892.1	PREDICTED:_Polistes_canadensis_flavin-containing_monooxygenase_FMO_GS-OX-like_2_(LOC106783664),_transcript_variant_X2,_mRNA
XM_014742407.1	LOC106783663	XP_014597893.1	PREDICTED:_Polistes_canadensis_E3_ubiquitin-protein_ligase_UBR3_(LOC106783663),_transcript_variant_X1,_mRNA
XM_014742408.1	LOC106783665	XP_014597894.1	PREDICTED:_Polistes_canadensis_trypsin-4-like_(LOC106783665),_transcript_variant_X1,_mRNA
XM_014742409.1	LOC106783665	XP_014597895.1	PREDICTED:_Polistes_canadensis_trypsin-4-like_(LOC106783665),_transcript_variant_X2,_mRNA
XM_014742410.1	LOC106783666	XP_014597896.1	PREDICTED:_Polistes_canadensis_uncharacterized_threonine-rich_GPI-anchored_glycoprotein_PJ4664.02-like_(LOC106783666),_transcript_variant_X1,_mRNA
XM_014742411.1	LOC106783666	XP_014597897.1	PREDICTED:_Polistes_canadensis_uncharacterized_threonine-rich_GPI-anchored_glycoprotein_PJ4664.02-like_(LOC106783666),_transcript_variant_X2,_mRNA
XM_014742412.1	LOC106783666	XP_014597898.1	PREDICTED:_Polistes_canadensis_uncharacterized_threonine-rich_GPI-anchored_glycoprotein_PJ4664.02-like_(LOC106783666),_transcript_variant_X3,_mRNA
XM_014742413.1	LOC106783666	XP_014597899.1	PREDICTED:_Polistes_canadensis_uncharacterized_threonine-rich_GPI-anchored_glycoprotein_PJ4664.02-like_(LOC106783666),_transcript_variant_X4,_mRNA
XM_014742414.1	LOC106783667	XP_014597900.1	PREDICTED:_Polistes_canadensis_nuclear_pore_complex_protein_NUP98A-like_(LOC106783667),_transcript_variant_X1,_mRNA
XM_014742415.1	LOC106783667	XP_014597901.1	PREDICTED:_Polistes_canadensis_nuclear_pore_complex_protein_NUP98A-like_(LOC106783667),_transcript_variant_X2,_mRNA
XM_014742416.1	LOC106783663	XP_014597902.1	PREDICTED:_Polistes_canadensis_E3_ubiquitin-protein_ligase_UBR3_(LOC106783663),_transcript_variant_X2,_mRNA
XM_014742417.1	LOC106783667	XP_014597903.1	PREDICTED:_Polistes_canadensis_nuclear_pore_complex_protein_NUP98A-like_(LOC106783667),_transcript_variant_X3,_mRNA
XM_014742418.1	LOC106783668	XP_014597904.1	PREDICTED:_Polistes_canadensis_methyltransferase-like_protein_4_(LOC106783668),_mRNA
XM_014742419.1	LOC106783669	XP_014597905.1	PREDICTED:_Polistes_canadensis_kinectin_(LOC106783669),_transcript_variant_X1,_mRNA
XM_014742420.1	LOC106783669	XP_014597906.1	PREDICTED:_Polistes_canadensis_kinectin_(LOC106783669),_transcript_variant_X2,_mRNA
XM_014742421.1	LOC106783669	XP_014597907.1	PREDICTED:_Polistes_canadensis_kinectin_(LOC106783669),_transcript_variant_X3,_mRNA
XM_014742422.1	LOC106783669	XP_014597908.1	PREDICTED:_Polistes_canadensis_kinectin_(LOC106783669),_transcript_variant_X4,_mRNA
XM_014742423.1	LOC106783669	XP_014597909.1	PREDICTED:_Polistes_canadensis_kinectin_(LOC106783669),_transcript_variant_X5,_mRNA
XM_014742424.1	LOC106783669	XP_014597910.1	PREDICTED:_Polistes_canadensis_kinectin_(LOC106783669),_transcript_variant_X6,_mRNA
XM_014742425.1	LOC106783669	XP_014597911.1	PREDICTED:_Polistes_canadensis_kinectin_(LOC106783669),_transcript_variant_X7,_mRNA
XM_014742426.1	LOC106783663	XP_014597912.1	PREDICTED:_Polistes_canadensis_E3_ubiquitin-protein_ligase_UBR3_(LOC106783663),_transcript_variant_X3,_mRNA
XM_014742427.1	LOC106783670	XP_014597913.1	PREDICTED:_Polistes_canadensis_integrator_complex_subunit_11_(LOC106783670),_transcript_variant_X1,_mRNA
XM_014742428.1	LOC106783670	XP_014597914.1	PREDICTED:_Polistes_canadensis_integrator_complex_subunit_11_(LOC106783670),_transcript_variant_X2,_mRNA
XM_014742429.1	LOC106783670	XP_014597915.1	PREDICTED:_Polistes_canadensis_integrator_complex_subunit_11_(LOC106783670),_transcript_variant_X3,_mRNA
XM_014742430.1	LOC106783671	XP_014597916.1	PREDICTED:_Polistes_canadensis_probable_serine/threonine-protein_kinase_yakA_(LOC106783671),_transcript_variant_X1,_mRNA
XM_014742431.1	LOC106783671	XP_014597917.1	PREDICTED:_Polistes_canadensis_probable_serine/threonine-protein_kinase_yakA_(LOC106783671),_transcript_variant_X2,_mRNA
XM_014742432.1	LOC106783672	XP_014597918.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106783672_(LOC106783672),_mRNA
XM_014742433.1	LOC106783673	XP_014597919.1	PREDICTED:_Polistes_canadensis_protein_transport_protein_Sec23A_(LOC106783673),_transcript_variant_X1,_mRNA
XM_014742434.1	LOC106783673	XP_014597920.1	PREDICTED:_Polistes_canadensis_protein_transport_protein_Sec23A_(LOC106783673),_transcript_variant_X2,_mRNA
XM_014742435.1	LOC106783675	XP_014597921.1	PREDICTED:_Polistes_canadensis_signal_recognition_particle_subunit_SRP68_(LOC106783675),_mRNA
XM_014742436.1	LOC106783676	XP_014597922.1	PREDICTED:_Polistes_canadensis_calcineurin_B_homologous_protein_1_(LOC106783676),_mRNA
XM_014742437.1	LOC106783677	XP_014597923.1	PREDICTED:_Polistes_canadensis_bestrophin-4-like_(LOC106783677),_transcript_variant_X1,_mRNA
XM_014742438.1	LOC106783677	XP_014597924.1	PREDICTED:_Polistes_canadensis_bestrophin-4-like_(LOC106783677),_transcript_variant_X2,_mRNA
XM_014742439.1	LOC106783674	XP_014597925.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106783674_(LOC106783674),_transcript_variant_X1,_mRNA
XM_014742440.1	LOC106783678	XP_014597926.1	PREDICTED:_Polistes_canadensis_TRAF3-interacting_protein_1_(LOC106783678),_mRNA
XM_014742441.1	LOC106783679	XP_014597927.1	PREDICTED:_Polistes_canadensis_RNA_polymerase_II-associated_protein_3-like_(LOC106783679),_transcript_variant_X1,_mRNA
XM_014742442.1	LOC106783679	XP_014597928.1	PREDICTED:_Polistes_canadensis_RNA_polymerase_II-associated_protein_3-like_(LOC106783679),_transcript_variant_X2,_mRNA
XM_014742443.1	LOC106783679	XP_014597929.1	PREDICTED:_Polistes_canadensis_RNA_polymerase_II-associated_protein_3-like_(LOC106783679),_transcript_variant_X3,_mRNA
XM_014742444.1	LOC106783680	XP_014597930.1	PREDICTED:_Polistes_canadensis_E3_ubiquitin-protein_ligase_TRAIP-like_(LOC106783680),_mRNA
XM_014742445.1	LOC106783681	XP_014597931.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106783681_(LOC106783681),_transcript_variant_X1,_mRNA
XM_014742446.1	LOC106783681	XP_014597932.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106783681_(LOC106783681),_transcript_variant_X2,_mRNA
XM_014742447.1	LOC106783674	XP_014597933.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106783674_(LOC106783674),_transcript_variant_X2,_mRNA
XM_014742448.1	LOC106783682	XP_014597934.1	PREDICTED:_Polistes_canadensis_mitochondrial_inner_membrane_protease_ATP23_homolog_(LOC106783682),_mRNA
XM_014742449.1	LOC106783683	XP_014597935.1	PREDICTED:_Polistes_canadensis_probable_multidrug_resistance-associated_protein_lethal(2)03659_(LOC106783683),_transcript_variant_X1,_mRNA
XM_014742450.1	LOC106783683	XP_014597936.1	PREDICTED:_Polistes_canadensis_probable_multidrug_resistance-associated_protein_lethal(2)03659_(LOC106783683),_transcript_variant_X2,_mRNA
XM_014742451.1	LOC106783683	XP_014597937.1	PREDICTED:_Polistes_canadensis_probable_multidrug_resistance-associated_protein_lethal(2)03659_(LOC106783683),_transcript_variant_X3,_mRNA
XM_014742452.1	LOC106783683	XP_014597938.1	PREDICTED:_Polistes_canadensis_probable_multidrug_resistance-associated_protein_lethal(2)03659_(LOC106783683),_transcript_variant_X4,_mRNA
XM_014742453.1	LOC106783683	XP_014597939.1	PREDICTED:_Polistes_canadensis_probable_multidrug_resistance-associated_protein_lethal(2)03659_(LOC106783683),_transcript_variant_X5,_mRNA
XM_014742454.1	LOC106783683	XP_014597940.1	PREDICTED:_Polistes_canadensis_probable_multidrug_resistance-associated_protein_lethal(2)03659_(LOC106783683),_transcript_variant_X6,_mRNA
XM_014742455.1	LOC106783684	XP_014597941.1	PREDICTED:_Polistes_canadensis_40S_ribosomal_protein_S21_(LOC106783684),_mRNA
XM_014742456.1	LOC106783674	XP_014597942.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106783674_(LOC106783674),_transcript_variant_X3,_mRNA
XM_014742457.1	LOC106783689	XP_014597943.1	PREDICTED:_Polistes_canadensis_serine/threonine-protein_kinase_10-A_(LOC106783689),_transcript_variant_X1,_mRNA
XM_014742458.1	LOC106783689	XP_014597944.1	PREDICTED:_Polistes_canadensis_serine/threonine-protein_kinase_10-A_(LOC106783689),_transcript_variant_X2,_mRNA
XM_014742459.1	LOC106783689	XP_014597945.1	PREDICTED:_Polistes_canadensis_serine/threonine-protein_kinase_10-A_(LOC106783689),_transcript_variant_X3,_mRNA
XM_014742460.1	LOC106783689	XP_014597946.1	PREDICTED:_Polistes_canadensis_serine/threonine-protein_kinase_10-A_(LOC106783689),_transcript_variant_X4,_mRNA
XM_014742461.1	LOC106783689	XP_014597947.1	PREDICTED:_Polistes_canadensis_serine/threonine-protein_kinase_10-A_(LOC106783689),_transcript_variant_X5,_mRNA
XM_014742462.1	LOC106783690	XP_014597948.1	PREDICTED:_Polistes_canadensis_endoribonuclease_Dicer_(LOC106783690),_mRNA
XM_014742463.1	LOC106783692	XP_014597949.1	PREDICTED:_Polistes_canadensis_microfibrillar-associated_protein_1_(LOC106783692),_mRNA
XM_014742464.1	LOC106783693	XP_014597950.1	PREDICTED:_Polistes_canadensis_wiskott-Aldrich_syndrome_protein_family_member_3_(LOC106783693),_transcript_variant_X1,_mRNA
XM_014742465.1	LOC106783693	XP_014597951.1	PREDICTED:_Polistes_canadensis_wiskott-Aldrich_syndrome_protein_family_member_3_(LOC106783693),_transcript_variant_X2,_mRNA
XM_014742466.1	LOC106783693	XP_014597952.1	PREDICTED:_Polistes_canadensis_wiskott-Aldrich_syndrome_protein_family_member_3_(LOC106783693),_transcript_variant_X3,_mRNA
XM_014742467.1	LOC106783691	XP_014597953.1	PREDICTED:_Polistes_canadensis_peptidyl-prolyl_cis-trans_isomerase_cyp11_(LOC106783691),_transcript_variant_X1,_mRNA
XM_014742468.1	LOC106783693	XP_014597954.1	PREDICTED:_Polistes_canadensis_wiskott-Aldrich_syndrome_protein_family_member_3_(LOC106783693),_transcript_variant_X4,_mRNA
XM_014742469.1	LOC106783693	XP_014597955.1	PREDICTED:_Polistes_canadensis_wiskott-Aldrich_syndrome_protein_family_member_3_(LOC106783693),_transcript_variant_X5,_mRNA
XM_014742470.1	LOC106783694	XP_014597956.1	PREDICTED:_Polistes_canadensis_mitochondrial_2-oxodicarboxylate_carrier_(LOC106783694),_transcript_variant_X1,_mRNA
XM_014742471.1	LOC106783694	XP_014597957.1	PREDICTED:_Polistes_canadensis_mitochondrial_2-oxodicarboxylate_carrier_(LOC106783694),_transcript_variant_X2,_mRNA
XM_014742472.1	LOC106783694	XP_014597958.1	PREDICTED:_Polistes_canadensis_mitochondrial_2-oxodicarboxylate_carrier_(LOC106783694),_transcript_variant_X3,_mRNA
XM_014742473.1	LOC106783695	XP_014597959.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106783695_(LOC106783695),_mRNA
XM_014742474.1	LOC106783696	XP_014597960.1	PREDICTED:_Polistes_canadensis_poly(U)-binding-splicing_factor_half_pint_(LOC106783696),_transcript_variant_X1,_mRNA
XM_014742475.1	LOC106783696	XP_014597961.1	PREDICTED:_Polistes_canadensis_poly(U)-binding-splicing_factor_half_pint_(LOC106783696),_transcript_variant_X2,_mRNA
XM_014742476.1	LOC106783696	XP_014597962.1	PREDICTED:_Polistes_canadensis_poly(U)-binding-splicing_factor_half_pint_(LOC106783696),_transcript_variant_X3,_mRNA
XM_014742477.1	LOC106783691	XP_014597963.1	PREDICTED:_Polistes_canadensis_peptidyl-prolyl_cis-trans_isomerase_cyp11_(LOC106783691),_transcript_variant_X2,_mRNA
XM_014742478.1	LOC106783696	XP_014597964.1	PREDICTED:_Polistes_canadensis_poly(U)-binding-splicing_factor_half_pint_(LOC106783696),_transcript_variant_X4,_mRNA
XM_014742479.1	LOC106783697	XP_014597965.1	PREDICTED:_Polistes_canadensis_SET_and_MYND_domain-containing_protein_5_(LOC106783697),_mRNA
XM_014742480.1	LOC106783698	XP_014597966.1	PREDICTED:_Polistes_canadensis_mimitin,_mitochondrial_(LOC106783698),_mRNA
XM_014742481.1	LOC106783699	XP_014597967.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106783699_(LOC106783699),_mRNA
XM_014742482.1	LOC106783700	XP_014597968.1	PREDICTED:_Polistes_canadensis_guanine_nucleotide_exchange_factor_MSS4_homolog_(LOC106783700),_mRNA
XM_014742483.1	LOC106783701	XP_014597969.1	PREDICTED:_Polistes_canadensis_interleukin-1_receptor_accessory_protein-like_1-B_(LOC106783701),_mRNA
XM_014742484.1	LOC106783702	XP_014597970.1	PREDICTED:_Polistes_canadensis_ninein_(LOC106783702),_mRNA
XM_014742485.1	LOC106783704	XP_014597971.1	PREDICTED:_Polistes_canadensis_gamma-tubulin_complex_component_4_(LOC106783704),_mRNA
XM_014742486.1	LOC106783705	XP_014597972.1	PREDICTED:_Polistes_canadensis_osteoclast-stimulating_factor_1-like_(LOC106783705),_mRNA
XM_014742487.1	LOC106783706	XP_014597973.1	PREDICTED:_Polistes_canadensis_sorting_nexin-2_(LOC106783706),_mRNA
XM_014742488.1	LOC106783703	XP_014597974.1	PREDICTED:_Polistes_canadensis_probable_phosphoserine_aminotransferase_(LOC106783703),_mRNA
XM_014742489.1	LOC106783707	XP_014597975.1	PREDICTED:_Polistes_canadensis_exonuclease_1_(LOC106783707),_mRNA
XM_014742490.1	LOC106783708	XP_014597976.1	PREDICTED:_Polistes_canadensis_40S_ribosomal_protein_S15_(LOC106783708),_mRNA
XM_014742491.1	LOC106783709	XP_014597977.1	PREDICTED:_Polistes_canadensis_cytochrome_c_oxidase_assembly_protein_COX16_homolog,_mitochondrial_(LOC106783709),_transcript_variant_X1,_mRNA
XM_014742492.1	LOC106783709	XP_014597978.1	PREDICTED:_Polistes_canadensis_cytochrome_c_oxidase_assembly_protein_COX16_homolog,_mitochondrial_(LOC106783709),_transcript_variant_X3,_mRNA
XM_014742493.1	LOC106783710	XP_014597979.1	PREDICTED:_Polistes_canadensis_ectonucleoside_triphosphate_diphosphohydrolase_5_(LOC106783710),_transcript_variant_X1,_mRNA
XM_014742494.1	LOC106783710	XP_014597980.1	PREDICTED:_Polistes_canadensis_ectonucleoside_triphosphate_diphosphohydrolase_5_(LOC106783710),_transcript_variant_X2,_mRNA
XM_014742495.1	LOC106783710	XP_014597981.1	PREDICTED:_Polistes_canadensis_ectonucleoside_triphosphate_diphosphohydrolase_5_(LOC106783710),_transcript_variant_X3,_mRNA
XM_014742496.1	LOC106783711	XP_014597982.1	PREDICTED:_Polistes_canadensis_structural_maintenance_of_chromosomes_protein_1A-like_(LOC106783711),_mRNA
XM_014742497.1	LOC106783713	XP_014597983.1	PREDICTED:_Polistes_canadensis_origin_recognition_complex_subunit_1_(LOC106783713),_transcript_variant_X1,_mRNA
XM_014742498.1	LOC106783713	XP_014597984.1	PREDICTED:_Polistes_canadensis_origin_recognition_complex_subunit_1_(LOC106783713),_transcript_variant_X2,_mRNA
XM_014742499.1	LOC106783714	XP_014597985.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106783714_(LOC106783714),_mRNA
XM_014742500.1	LOC106783712	XP_014597986.1	PREDICTED:_Polistes_canadensis_zinc_finger_protein_830_(LOC106783712),_mRNA
XM_014742501.1	LOC106783715	XP_014597987.1	PREDICTED:_Polistes_canadensis_zinc_finger_protein_569-like_(LOC106783715),_transcript_variant_X1,_mRNA
XM_014742502.1	LOC106783715	XP_014597988.1	PREDICTED:_Polistes_canadensis_zinc_finger_protein_569-like_(LOC106783715),_transcript_variant_X2,_mRNA
XM_014742503.1	LOC106783716	XP_014597989.1	PREDICTED:_Polistes_canadensis_nascent_polypeptide-associated_complex_subunit_alpha_(LOC106783716),_transcript_variant_X1,_mRNA
XM_014742504.1	LOC106783716	XP_014597990.1	PREDICTED:_Polistes_canadensis_nascent_polypeptide-associated_complex_subunit_alpha_(LOC106783716),_transcript_variant_X2,_mRNA
XM_014742505.1	LOC106783717	XP_014597991.1	PREDICTED:_Polistes_canadensis_malate_dehydrogenase-like_(LOC106783717),_transcript_variant_X1,_mRNA
XM_014742506.1	LOC106783717	XP_014597992.1	PREDICTED:_Polistes_canadensis_malate_dehydrogenase-like_(LOC106783717),_transcript_variant_X2,_mRNA
XM_014742507.1	LOC106783717	XP_014597993.1	PREDICTED:_Polistes_canadensis_malate_dehydrogenase-like_(LOC106783717),_transcript_variant_X3,_mRNA
XM_014742508.1	LOC106783718	XP_014597994.1	PREDICTED:_Polistes_canadensis_protein_lunapark-B_(LOC106783718),_transcript_variant_X1,_mRNA
XM_014742509.1	LOC106783718	XP_014597995.1	PREDICTED:_Polistes_canadensis_protein_lunapark-B_(LOC106783718),_transcript_variant_X2,_mRNA
XM_014742510.1	LOC106783720	XP_014597996.1	PREDICTED:_Polistes_canadensis_homeobox_protein_invected-like_(LOC106783720),_mRNA
XM_014742511.1	LOC106783721	XP_014597997.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106783721_(LOC106783721),_mRNA
XM_014742512.1	LOC106783719	XP_014597998.1	PREDICTED:_Polistes_canadensis_guanosine-3',5'-bis(diphosphate)_3'-pyrophosphohydrolase_MESH1_(LOC106783719),_transcript_variant_X1,_mRNA
XM_014742513.1	LOC106783722	XP_014597999.1	PREDICTED:_Polistes_canadensis_meckelin_(LOC106783722),_mRNA
XM_014742514.1	LOC106783723	XP_014598000.1	PREDICTED:_Polistes_canadensis_sestrin_homolog_(LOC106783723),_mRNA
XM_014742515.1	LOC106783724	XP_014598001.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106783724_(LOC106783724),_mRNA
XM_014742516.1	LOC106783725	XP_014598002.1	PREDICTED:_Polistes_canadensis_protein_hunchback-like_(LOC106783725),_mRNA
XM_014742517.1	LOC106783726	XP_014598003.1	PREDICTED:_Polistes_canadensis_mediator_of_RNA_polymerase_II_transcription_subunit_21_(LOC106783726),_mRNA
XM_014742518.1	LOC106783727	XP_014598004.1	PREDICTED:_Polistes_canadensis_23_kDa_integral_membrane_protein-like_(LOC106783727),_mRNA
XM_014742519.1	LOC106783728	XP_014598005.1	PREDICTED:_Polistes_canadensis_mitotic_spindle_assembly_checkpoint_protein_MAD2A_(LOC106783728),_mRNA
XM_014742520.1	LOC106783719	XP_014598006.1	PREDICTED:_Polistes_canadensis_guanosine-3',5'-bis(diphosphate)_3'-pyrophosphohydrolase_MESH1_(LOC106783719),_transcript_variant_X2,_mRNA
XM_014742521.1	LOC106783729	XP_014598007.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106783729_(LOC106783729),_mRNA
XM_014742522.1	LOC106783730	XP_014598008.1	PREDICTED:_Polistes_canadensis_dirigent_protein_10-like_(LOC106783730),_mRNA
XM_014742523.1	LOC106783731	XP_014598009.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106783731_(LOC106783731),_mRNA
XM_014742524.1	LOC106783732	XP_014598010.1	PREDICTED:_Polistes_canadensis_cuticle_protein_64-like_(LOC106783732),_mRNA
XM_014742525.1	LOC106783733	XP_014598011.1	PREDICTED:_Polistes_canadensis_glycine-rich_cell_wall_structural_protein_1-like_(LOC106783733),_mRNA
XM_014742526.1	LOC106783734	XP_014598012.1	PREDICTED:_Polistes_canadensis_dirigent_protein_10-like_(LOC106783734),_mRNA
XM_014742527.1	LOC106783719	XP_014598013.1	PREDICTED:_Polistes_canadensis_guanosine-3',5'-bis(diphosphate)_3'-pyrophosphohydrolase_MESH1_(LOC106783719),_transcript_variant_X3,_mRNA
XM_014742528.1	LOC106783735	XP_014598014.1	PREDICTED:_Polistes_canadensis_mucin-19-like_(LOC106783735),_mRNA
XM_014742529.1	LOC106783737	XP_014598015.1	PREDICTED:_Polistes_canadensis_flightin_(LOC106783737),_mRNA
XM_014742530.1	LOC106783738	XP_014598016.1	PREDICTED:_Polistes_canadensis_ral_guanine_nucleotide_dissociation_stimulator_(LOC106783738),_transcript_variant_X1,_mRNA
XM_014742531.1	LOC106783738	XP_014598017.1	PREDICTED:_Polistes_canadensis_ral_guanine_nucleotide_dissociation_stimulator_(LOC106783738),_transcript_variant_X2,_mRNA
XM_014742532.1	LOC106783738	XP_014598018.1	PREDICTED:_Polistes_canadensis_ral_guanine_nucleotide_dissociation_stimulator_(LOC106783738),_transcript_variant_X3,_mRNA
XM_014742533.1	LOC106783738	XP_014598019.1	PREDICTED:_Polistes_canadensis_ral_guanine_nucleotide_dissociation_stimulator_(LOC106783738),_transcript_variant_X4,_mRNA
XM_014742534.1	LOC106783739	XP_014598020.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106783739_(LOC106783739),_transcript_variant_X1,_mRNA
XM_014742535.1	LOC106783739	XP_014598021.1	PREDICTED:_Polistes_canadensis_uncharacterized_LOC106783739_(LOC106783739),_transcript_variant_X2,_mRNA
