TranscriptID	GeneID	ProteinID	Description
NM_001143879.1	pHCl	NP_001137351.1	Apis_mellifera_ligand-gated_ion_channel_pHCl_(pHCl)
NM_001143880.1	pHCl	NP_001137352.1	Apis_mellifera_ligand-gated_ion_channel_pHCl_(pHCl)
NM_001143921.1	Crzr	NP_001137393.1	Apis_mellifera_corazonin_receptor_(Crzr),_mRNA
NM_001144839.2	C1q-VP	NP_001138311.1	Apis_mellifera_C1q-like_venom_protein_(C1q-VP),_mRNA
NM_001145735.2	Syt1	NP_001139207.1	Apis_mellifera_synaptotagmin_1_(Syt1),_mRNA
NM_001145736.1	NLG-3	NP_001139208.1	Apis_mellifera_neuroligin_3_(NLG-3),_mRNA
NM_001145737.1	NLG-4	NP_001139209.1	Apis_mellifera_neuroligin_4_(NLG-4),_mRNA
NM_001145738.1	Dat	NP_001139210.1	Apis_mellifera_dopamine_transporter_(Dat),_mRNA
NM_001145739.1	NLG-5	NP_001139211.1	Apis_mellifera_neuroligin_5_(NLG-5),_mRNA
NM_001145740.1	Nrx-1	NP_001139212.1	Apis_mellifera_neurexin_1_(Nrx-1),_mRNA
NM_001159303.1	LOC410451	NP_001152775.1	Apis_mellifera_venom_serine_carboxypeptidase_(LOC410451),_mRNA
NM_001159355.1	Ecr	NP_001152827.1	Apis_mellifera_ecdysone_receptor_(Ecr)
NM_001160048.1	Hsc70-5	NP_001153520.1	Apis_mellifera_heat_shock_protein_cognate_5_(Hsc70-5),_mRNA
NM_001160050.1	Hsc70-4	NP_001153522.1	Apis_mellifera_heat_shock_protein_cognate_4_(Hsc70-4),_mRNA
NM_001160052.1	Hsc70-3	NP_001153524.1	Apis_mellifera_heat_shock_70_kDa_protein_cognate_3_(Hsc70-3),_mRNA
NM_001160064.1	Hsp90	NP_001153536.1	Apis_mellifera_heat_shock_protein_90_(Hsp90),_mRNA
NM_001160072.1	LOC410620	NP_001153544.1	Apis_mellifera_heat_shock_protein_Hsp70Ab-like_(LOC410620),_mRNA
NM_001160270.1	GstS1	NP_001153742.1	Apis_mellifera_glutathione_S-transferase_S1_(GstS1),_mRNA
NM_001160405.2	Calpb	NP_001153877.1	Apis_mellifera_calpain-B_(Calpb),_mRNA
NM_001161709.2	Smb	NP_001155181.1	Apis_mellifera_small_ribonucleoprotein_particle_protein_B_(Smb),_mRNA
NM_001161787.1	LOC100302106	NP_001155259.1	Apis_mellifera_uncharacterized_LOC100302106_(LOC100302106)
NM_001161788.1	LOC100302106	NP_001155260.1	Apis_mellifera_uncharacterized_LOC100302106_(LOC100302106)
NM_001161831.1	Ndufs5	NP_001155303.1	Apis_mellifera_NADH_dehydrogenase_(ubiquinone)_Fe-S_protein_5,_15kDa_(NADH-coenzyme_Q_reductase)_(Ndufs5),_mRNA
NM_001162398.1	Tom7	NP_001155870.1	Apis_mellifera_translocase_of_outer_membrane_7_(Tom7),_mRNA
NM_001162513.1	Pten	NP_001155985.1	Apis_mellifera_phosphatase_and_tensin-like_(Pten),_mRNA
NM_001162516.1	Err	NP_001155988.1	Apis_mellifera_estrogen-related_receptor_(Err),_mRNA
NM_001163463.1	Ndufb2	NP_001156935.1	Apis_mellifera_NADH_dehydrogenase_(ubiquinone)_1_beta_subcomplex,_2,_8kDa_(Ndufb2),_mRNA
NM_001163712.1	cact1	NP_001157184.1	Apis_mellifera_NF-kappa-B_inhibitor_cactus_1_(cact1),_mRNA
NM_001163714.1	B-gluc1	NP_001157186.1	Apis_mellifera_beta-1,3-glucan_recognition_protein_1_(B-gluc1),_mRNA
NM_001163715.1	PGRP-S3	NP_001157187.1	Apis_mellifera_peptidoglycan_recognition_protein_S3_(PGRP-S3),_mRNA
NM_001163716.1	Pgrp-s2	NP_001157188.1	Apis_mellifera_peptidoglycan_recognition_protein_S2_(Pgrp-s2),_mRNA
NM_001163717.1	Imd	NP_001157189.1	Apis_mellifera_immune_deficiency_(Imd),_mRNA
NM_001164008.1	LOC551571	NP_001157480.1	Apis_mellifera_pyrokinin-like_receptor_1_(LOC551571),_mRNA
NM_001164809.1	Pet117	NP_001158281.1	Apis_mellifera_cytochrome_c_oxidase_assembly_factor-like_(Pet117),_mRNA
NM_001164810.1	Lin-52	NP_001158282.1	Apis_mellifera_lin-52_protein_(Lin-52),_mRNA
NM_001165904.1	Cac	NP_001159376.1	Apis_mellifera_cacophony_(Cac),_mRNA
NM_001165905.1	Para	NP_001159377.1	Apis_mellifera_sodium_channel_protein_paralytic_(Para),_mRNA
NM_001165906.1	aub	NP_001159378.1	Apis_mellifera_aubergine_(aub),_mRNA
NM_001167709.1	Apime-ASTA	NP_001161181.1	Apis_mellifera_allatostatin_A_(Apime-ASTA),_mRNA
NM_001167720.1	NPF	NP_001161192.1	Apis_mellifera_neuropeptide_F_(NPF),_mRNA
NM_001167836.1	LOC409314	NP_001161308.1	Apis_mellifera_prohormone-2_(LOC409314),_mRNA
NM_001167893.1	CPR19	NP_001161365.1	Apis_mellifera_cuticular_protein_19_(CPR19),_mRNA
NM_001168336.1	Snf	NP_001161808.1	Apis_mellifera_U1_small_nuclear_ribonucleoprotein_A_(Snf),_mRNA
NM_001168425.1	Cdk5	NP_001161897.1	Apis_mellifera_cyclin-dependent_kinase_5_(Cdk5),_mRNA
NM_001168700.1	Ubx	NP_001162171.1	Apis_mellifera_ultrabithorax_(Ubx),_mRNA
NM_001170972.1	Adk1	NP_001164443.1	Apis_mellifera_adenylate_kinase_1_(Adk1),_mRNA
NM_001170973.1	Tpx-4	NP_001164444.1	Apis_mellifera_thioredoxin_peroxidase_4_(Tpx-4),_mRNA
NM_001170974.1	GlnS	NP_001164445.1	Apis_mellifera_glutamine_synthetase_(GlnS),_mRNA
NM_001171006.1	Dl	NP_001164477.1	Apis_mellifera_dorsal_(Dl)
NM_001171051.1	Dnmt1a	NP_001164522.1	Apis_mellifera_DNA_methyltransferase_1a_(Dnmt1a),_mRNA
NM_001171108.1	5-HT1	NP_001164579.1	Apis_mellifera_serotonin_receptor_(5-HT1),_mRNA
NM_001171169.1	Su(var)3-9	NP_001164640.1	Apis_mellifera_suppressor_of_variegation_3-9_(Su(var)3-9)
NM_001172378.1	Cpap3-b	NP_001165849.1	Apis_mellifera_cuticular_protein_analogous_to_peritrophins_3-B_(Cpap3-b),_mRNA
NM_001172379.1	Cpap3-d	NP_001165850.1	Apis_mellifera_cuticular_protein_analogous_to_peritrophins_3-D_(Cpap3-d),_mRNA
NM_001172389.1	Cpap3-c	NP_001165860.1	Apis_mellifera_cuticular_protein_analogous_to_peritrophins_3-C_(Cpap3-c),_mRNA
NM_001172403.1	Cox6b1	NP_001165874.1	Apis_mellifera_cytochrome_c_oxidase_subunit_VIb_polypeptide_1_(Cox6b1),_mRNA
NM_001172404.1	Ndufs1	NP_001165875.1	Apis_mellifera_NADH_dehydrogenase_(ubiquinone)_Fe-S_protein_1,_75kDa_(NADH-coenzyme_Q_reductase)_(Ndufs1),_mRNA
NM_001172405.1	Cox6c	NP_001165876.1	Apis_mellifera_cytochrome_c_oxidase_subunit_VIc_(Cox6c),_mRNA
NM_001172406.1	LOC725372	NP_001165877.1	Apis_mellifera_uncharacterized_LOC725372_(LOC725372),_mRNA
NM_001172718.1	LOC100379261	NP_001166189.1	Apis_mellifera_uncharacterized_LOC100379261_(LOC100379261),_mRNA
NM_001174139.1	LOC726031	NP_001167610.1	Apis_mellifera_uncharacterized_LOC726031_(LOC726031),_mRNA
NM_001174140.1	LOC409002	NP_001167611.1	Apis_mellifera_cuticular_protein_(LOC409002),_mRNA
NM_001174141.1	LOC724464	NP_001167612.1	Apis_mellifera_cuticular_protein_(LOC724464),_mRNA
NM_001174142.1	LOC725089	NP_001167613.1	Apis_mellifera_cuticular_protein_(LOC725089),_mRNA
NM_001174143.1	RpL35	NP_001167614.1	Apis_mellifera_ribosomal_protein_L35_(RpL35),_mRNA
NM_001174144.1	LOC727145	NP_001167615.1	Apis_mellifera_apidermin-like_(LOC727145),_mRNA
NM_001174145.1	apd-3	NP_001167616.1	Apis_mellifera_apidermin_3_(apd-3),_mRNA
NM_001177490.1	CytC	NP_001170961.1	Apis_mellifera_mitochondrial_cytochrome_C_(CytC),_mRNA
NM_001177903.1	ILP-2	NP_001171374.1	Apis_mellifera_insulin-like_peptide_2_(ILP-2),_mRNA
NM_001178021.1	Gtpx1	NP_001171492.1	Apis_mellifera_glutathione_peroxidase-like_1_(Gtpx1)
NM_001178022.1	Gtpx1	NP_001171493.1	Apis_mellifera_glutathione_peroxidase-like_1_(Gtpx1)
NM_001178023.1	Tpx-3	NP_001171494.1	Apis_mellifera_thioredoxin_peroxidase_3_(Tpx-3)
NM_001178024.1	Tpx-3	NP_001171495.1	Apis_mellifera_thioredoxin_peroxidase_3_(Tpx-3)
NM_001178025.1	Trxr-1	NP_001171496.1	Apis_mellifera_thioredoxin_reductase_1_(Trxr-1)
NM_001178026.1	Trxr-1	NP_001171497.1	Apis_mellifera_thioredoxin_reductase_1_(Trxr-1)
NM_001178027.1	Sod1	NP_001171498.1	Apis_mellifera_superoxide_dismutase_1_(Sod1),_mRNA
NM_001178028.1	GstD1	NP_001171499.1	Apis_mellifera_glutathione_S-transferase_D1_(GstD1),_mRNA
NM_001178047.1	MsrA	NP_001171518.1	Apis_mellifera_methionine_sulphoxide_reductase_A_(MsrA),_mRNA
NM_001178048.1	Sod2	NP_001171519.1	Apis_mellifera_superoxide_dismutase_2,_mitochondrial_(Sod2),_mRNA
NM_001178067.1	Coq7	NP_001171538.1	Apis_mellifera_ubiquinone_biosynthesis_protein_COQ7_(Coq7),_mRNA
NM_001178069.1	Cat	NP_001171540.1	Apis_mellifera_catalase_(Cat),_mRNA
NM_001185079.1	LOC551163	NP_001172008.1	Apis_mellifera_LMBR1_domain-containing_protein_2_homolog_(LOC551163),_mRNA
NM_001185086.1	BBIP1	NP_001172015.1	Apis_mellifera_BBSome-interacting_protein_1-like_(BBIP1),_mRNA
NM_001185105.1	arm	NP_001172034.1	Apis_mellifera_armadillo_segment_polarity_protein_(arm),_mRNA
NM_001185144.1	RpLP1	NP_001172073.1	Apis_mellifera_ribosomal_protein_LP1_(RpLP1),_mRNA
NM_001185145.1	Arp1	NP_001172074.1	Apis_mellifera_actin_related_protein_1_(Arp1)
NM_001185146.1	Arp1	NP_001172075.1	Apis_mellifera_actin_related_protein_1_(Arp1)
NM_001190421.1	Dnmt3	NP_001177350.1	Apis_mellifera_DNA_methyltransferase_3_(Dnmt3),_mRNA
NM_001190814.1	Uqcr11	NP_001177743.1	Apis_mellifera_ubiquinol-cytochrome_c_reductase,_complex_III_subunit_XI_(Uqcr11),_mRNA
NM_001190920.1	LOC411983	NP_001177849.1	Apis_mellifera_putative_fatty_acyl-CoA_reductase_(LOC411983),_mRNA
NM_001190921.1	LOC412986	NP_001177850.1	Apis_mellifera_putative_fatty_acyl-CoA_reductase_(LOC412986),_mRNA
NM_001191048.2	Eif4g	NP_001177977.2	Apis_mellifera_eukaryotic_translation_initiation_factor_4_gamma_(Eif4g),_mRNA
NM_001193290.1	FAR1	NP_001180219.1	Apis_mellifera_fatty_acyl-CoA_reductase_1_(FAR1),_mRNA
NM_001202460.1	5-HT2alpha	NP_001189389.1	Apis_mellifera_serotonin_receptor_(5-HT2alpha),_mRNA
NM_001204249.1	5-HT2beta	NP_001191178.1	Apis_mellifera_serotonin_receptor_(5-HT2beta),_mRNA
NM_001204751.1	Nedd9	NP_001191680.1	Apis_mellifera_neural_precursor_cell_expressed,_developmentally_down-regulated_gene_9_(Nedd9),_mRNA
NM_001205062.1	CYP6AQ1	NP_001191991.1	Apis_mellifera_cytochrome_P450_6AQ1_(CYP6AQ1),_mRNA
NM_001205223.1	RCC1	NP_001192152.1	Apis_mellifera_regulator_of_chromosome_condensation_1_(RCC1),_mRNA
NM_001206466.1	Gstcd	NP_001193395.1	Apis_mellifera_glutathione_S-transferase,_C-terminal_domain_containing_(Gstcd),_mRNA
NM_001206467.1	Jtb	NP_001193396.1	Apis_mellifera_jumping_translocation_breakpoint_protein_(Jtb),_mRNA
NM_001206969.1	LOC100578482	NP_001193898.1	Apis_mellifera_zinc_finger_protein_629-like_(LOC100578482),_mRNA
NM_001206970.1	PIH1D1	NP_001193899.1	Apis_mellifera_PIH1_domain_containing_1_(PIH1D1),_mRNA
NM_001206973.1	ACSF2	NP_001193902.1	Apis_mellifera_acyl-CoA_synthetase_family_member_2_(ACSF2),_mRNA
NM_001214904.1	Tpcn1	NP_001201833.1	Apis_mellifera_two_pore_segment_channel_1_(Tpcn1),_mRNA
NM_001220486.1	Prpf3	NP_001207415.1	Apis_mellifera_PRP3_pre-mRNA_processing_factor_3_homolog_(Prpf3),_mRNA
NM_001220487.1	LOC724541	NP_001207416.1	Apis_mellifera_peroxidase_(LOC724541),_mRNA
NM_001242386.1	INTS8	NP_001229315.1	Apis_mellifera_integrator_complex_subunit_8_(INTS8),_mRNA
NM_001242387.1	LOC409697	NP_001229316.1	Apis_mellifera_filamin-like_(LOC409697),_mRNA
NM_001242431.1	LOC552665	NP_001229360.1	Apis_mellifera_quinone_oxidoreductase-like_protein_2-like_(LOC552665),_mRNA
NM_001242432.1	Tg	NP_001229361.1	Apis_mellifera_transglutaminase_(Tg),_mRNA
NM_001242433.1	LOC408324	NP_001229362.1	Apis_mellifera_T-cell_immunomodulatory_protein_(LOC408324),_mRNA
NM_001242434.1	LOC727144	NP_001229363.1	Apis_mellifera_tether_containing_UBX_domain_for_GLUT4_(LOC727144),_mRNA
NM_001242435.1	ecd	NP_001229364.1	Apis_mellifera_ecdysoneless_(ecd),_mRNA
NM_001242436.1	STT3B	NP_001229365.1	Apis_mellifera_STT3,_subunit_of_the_oligosaccharyltransferase_complex,_homolog_B_(STT3B)
NM_001242437.1	STT3B	NP_001229366.1	Apis_mellifera_STT3,_subunit_of_the_oligosaccharyltransferase_complex,_homolog_B_(STT3B)
NM_001242440.1	WRNexo	NP_001229369.1	Apis_mellifera_WRN_exonuclease_(WRNexo),_mRNA
NM_001242441.1	LOC726239	NP_001229370.1	Apis_mellifera_putative_lipoyltransferase_2,_mitochondrial_(LOC726239),_mRNA
NM_001242456.1	UHRF1	NP_001229385.1	Apis_mellifera_ubiquitin-like_with_PHD_and_ring_finger_domains_1_(UHRF1),_mRNA
NM_001242457.1	CUTA	NP_001229386.1	Apis_mellifera_cutA_divalent_cation_tolerance_homolog_(CUTA),_mRNA
NM_001242458.1	MARCH6	NP_001229387.1	Apis_mellifera_membrane-associated_ring_finger_(C3HC4)_6_(MARCH6),_mRNA
NM_001242465.1	LOC409699	NP_001229394.1	Apis_mellifera_26S_proteasome_non-ATPase_regulatory_subunit_1-like_(LOC409699),_mRNA
NM_001242467.1	Chmp1	NP_001229396.1	Apis_mellifera_chromatin_modifying_protein_1_(Chmp1),_mRNA
NM_001242468.1	KAT2A	NP_001229397.1	Apis_mellifera_K(lysine)_acetyltransferase_2A_(KAT2A),_mRNA
NM_001242469.1	Rps14	NP_001229398.1	Apis_mellifera_ribosomal_protein_S14_(Rps14),_mRNA
NM_001242470.1	Kr-h1	NP_001229399.1	Apis_mellifera_kruppel_homolog_1_(Kr-h1),_mRNA
NM_001242513.1	PDHB	NP_001229442.1	Apis_mellifera_pyruvate_dehydrogenase_(lipoamide)_beta_(PDHB),_mRNA
NM_001242514.1	Cdc37	NP_001229443.1	Apis_mellifera_cell_division_cycle_37_homolog_(Cdc37),_mRNA
NM_001242515.1	Brd7	NP_001229444.1	Apis_mellifera_bromodomain_containing_7_(Brd7)
NM_001242516.1	Brd7	NP_001229445.1	Apis_mellifera_bromodomain_containing_7_(Brd7)
NM_001242517.1	Ing3	NP_001229446.1	Apis_mellifera_inhibitor_of_growth_family,_member_3_(Ing3),_mRNA
NM_001242518.1	LOC100578262	NP_001229447.1	Apis_mellifera_uncharacterized_LOC100578262_(LOC100578262),_mRNA
NM_001242519.1	Ube2g1	NP_001229448.1	Apis_mellifera_ubiquitin-conjugating_enzyme_E2G_1_(UBC7_homolog,_yeast)_(Ube2g1),_mRNA
NM_001242520.1	Eif3h	NP_001229449.1	Apis_mellifera_eukaryotic_translation_initiation_factor_3,_subunit_H_(Eif3h),_mRNA
NM_001242522.1	Rpn1	NP_001229451.1	Apis_mellifera_ribophorin_I_(Rpn1),_mRNA
NM_001242523.1	LOC726770	NP_001229452.1	Apis_mellifera_caskin-1-like_(LOC726770),_mRNA
NM_001242526.1	LOC725187	NP_001229455.1	Apis_mellifera_putative_fatty_acyl-CoA_reductase_CG8306-like_(LOC725187),_mRNA
NM_001242527.1	Vamp7	NP_001229456.1	Apis_mellifera_vesicle-associated_membrane_protein_7_(Vamp7),_mRNA
NM_001242542.1	Ets97D-like	NP_001229471.1	Apis_mellifera_Ets_at_97D_ortholog_(Ets97D-like),_mRNA
NM_001242544.1	Ppib	NP_001229473.1	Apis_mellifera_peptidylprolyl_isomerase_B_(cyclophilin_B)_(Ppib),_mRNA
NM_001242554.1	Rfwd3	NP_001229483.1	Apis_mellifera_ring_finger_and_WD_repeat_domain_3_(Rfwd3),_mRNA
NM_001242555.1	Slc35b1	NP_001229484.1	Apis_mellifera_solute_carrier_family_35,_member_B1_(Slc35b1),_mRNA
NM_001242556.1	egh	NP_001229485.1	Apis_mellifera_beta-1,4-mannosyltransferase_egh_(egh),_mRNA
NM_001242557.1	LOC724300	NP_001229486.1	Apis_mellifera_uncharacterized_LOC724300_(LOC724300),_mRNA
NM_001242574.1	osp	NP_001229503.1	Apis_mellifera_outspread_(osp),_mRNA
NM_001242576.1	LOC726880	NP_001229505.1	Apis_mellifera_pancreatic_lipase-related_protein_2-like_(LOC726880),_mRNA
NM_001242577.1	Sergef	NP_001229506.1	Apis_mellifera_secretion_regulating_guanine_nucleotide_exchange_factor_(Sergef),_mRNA
NM_001242578.1	LOC411721	NP_001229507.1	Apis_mellifera_uncharacterized_LOC411721_(LOC411721),_mRNA
NM_001242579.1	LOC551434	NP_001229508.1	Apis_mellifera_selenium-binding_protein_1-like_(LOC551434),_mRNA
NM_001242656.1	ATP5G2	NP_001229585.1	Apis_mellifera_ATP_synthase,_H+_transporting,_mitochondrial_Fo_complex,_subunit_C2_(subunit_9)_(ATP5G2)
NM_001242657.1	ATP5G2	NP_001229586.1	Apis_mellifera_ATP_synthase,_H+_transporting,_mitochondrial_Fo_complex,_subunit_C2_(subunit_9)_(ATP5G2)
NM_001242958.1	Or4	NP_001229887.1	Apis_mellifera_odorant_receptor_4_(Or4),_mRNA
NM_001242959.1	Or5	NP_001229888.1	Apis_mellifera_odorant_receptor_5_(Or5),_mRNA
NM_001242960.1	Or9	NP_001229889.1	Apis_mellifera_odorant_receptor_9_(Or9),_mRNA
NM_001242961.1	Or10	NP_001229890.1	Apis_mellifera_odorant_receptor_10_(Or10),_mRNA
NM_001242962.1	Or11	NP_001229891.1	Apis_mellifera_odorant_receptor_11_(Or11),_mRNA
NM_001242963.1	Or12	NP_001229892.1	Apis_mellifera_odorant_receptor_12_(Or12),_mRNA
NM_001242964.1	Or13	NP_001229893.1	Apis_mellifera_odorant_receptor_13_(Or13),_mRNA
NM_001242965.1	Or14	NP_001229894.1	Apis_mellifera_odorant_receptor_14_(Or14),_mRNA
NM_001242966.1	Or19	NP_001229895.1	Apis_mellifera_odorant_receptor_19_(Or19),_mRNA
NM_001242967.1	Or25	NP_001229896.1	Apis_mellifera_odorant_receptor_25_(Or25),_mRNA
NM_001242968.1	Or26	NP_001229897.1	Apis_mellifera_odorant_receptor_26_(Or26),_mRNA
NM_001242969.1	Or27	NP_001229898.1	Apis_mellifera_odorant_receptor_27_(Or27),_mRNA
NM_001242970.1	Or30	NP_001229899.1	Apis_mellifera_odorant_receptor_30_(Or30),_mRNA
NM_001242971.1	Or35	NP_001229900.1	Apis_mellifera_odorant_receptor_35_(Or35),_mRNA
NM_001242972.1	Or37	NP_001229901.1	Apis_mellifera_odorant_receptor_37_(Or37),_mRNA
NM_001242973.1	Or41	NP_001229902.1	Apis_mellifera_odorant_receptor_41_(Or41),_mRNA
NM_001242975.1	Or50	NP_001229904.1	Apis_mellifera_odorant_receptor_50_(Or50),_mRNA
NM_001242976.1	Or51	NP_001229905.1	Apis_mellifera_odorant_receptor_51_(Or51),_mRNA
NM_001242977.1	Or52	NP_001229906.1	Apis_mellifera_odorant_receptor_52_(Or52),_mRNA
NM_001242978.1	Or53	NP_001229907.1	Apis_mellifera_odorant_receptor_53_(Or53),_mRNA
NM_001242980.1	Or56	NP_001229909.1	Apis_mellifera_odorant_receptor_56_(Or56),_mRNA
NM_001242981.1	Or57	NP_001229910.1	Apis_mellifera_odorant_receptor_57_(Or57),_mRNA
NM_001242982.1	Or58	NP_001229911.1	Apis_mellifera_odorant_receptor_58_(Or58),_mRNA
NM_001242983.1	SPG11	NP_001229912.1	Apis_mellifera_spatacsin_(SPG11),_mRNA
NM_001242984.1	Or63	NP_001229913.1	Apis_mellifera_odorant_receptor_63_(Or63),_mRNA
NM_001242985.1	Or98	NP_001229914.1	Apis_mellifera_odorant_receptor_98_(Or98),_mRNA
NM_001242986.1	Or105	NP_001229915.1	Apis_mellifera_odorant_receptor_105_(Or105),_mRNA
NM_001242987.1	Or107	NP_001229916.1	Apis_mellifera_odorant_receptor_107_(Or107),_mRNA
NM_001242988.1	Or109	NP_001229917.1	Apis_mellifera_odorant_receptor_109_(Or109),_mRNA
NM_001242989.1	Or115	NP_001229918.1	Apis_mellifera_odorant_receptor_115_(Or115),_mRNA
NM_001242990.1	Or131	NP_001229919.1	Apis_mellifera_odorant_receptor_131_(Or131),_mRNA
NM_001242991.1	Or130	NP_001229920.1	Apis_mellifera_odorant_receptor_130_(Or130),_mRNA
NM_001242993.1	Or170	NP_001229922.1	Apis_mellifera_odorant_receptor_170_(Or170),_mRNA
NM_001242994.1	Gr10	NP_001229923.1	Apis_mellifera_gustatory_receptor_10_(Gr10),_mRNA
NM_001242997.1	CTL5	NP_001229926.1	Apis_mellifera_C-type_lectin_5_(CTL5),_mRNA
NM_001242998.1	LOC411317	NP_001229927.1	Apis_mellifera_CG1567-like_(LOC411317),_mRNA
NM_001242999.1	LOC100642173	NP_001229928.1	Apis_mellifera_uncharacterized_LOC100642173_(LOC100642173),_mRNA
NM_001246251.2	LOC100578542	NP_001233180.1	Apis_mellifera_FMRFamide_(LOC100578542),_mRNA
NM_001246667.1	InR-2	NP_001233596.1	Apis_mellifera_insulin-like_receptor-like_(InR-2),_mRNA
NM_001252019.1	LOC100820634	NP_001238948.1	Apis_mellifera_potassium_voltage-gated_channel_protein_eag-like_(LOC100820634),_mRNA
NM_001252424.1	Kr	NP_001239353.1	Apis_mellifera_krueppel_(Kr),_mRNA
NM_001252426.1	Hb	NP_001239355.1	Apis_mellifera_hunchback_(Hb),_mRNA
NM_001252428.1	eve	NP_001239357.1	Apis_mellifera_segmentation_protein_even-skipped_(eve),_mRNA
NM_001252430.1	cad	NP_001239359.1	Apis_mellifera_homeotic_protein_caudal_(cad),_mRNA
NM_001252432.1	otd2	NP_001239361.1	Apis_mellifera_homeotic_protein_ocelliless_(otd2),_mRNA
NM_001256032.1	Reck	NP_001242961.1	Apis_mellifera_reversion-inducing-cysteine-rich_protein_with_kazal_motifs_(Reck),_mRNA
NM_001256034.1	Nipped-B	NP_001242963.1	Apis_mellifera_nipped-B_protein_(Nipped-B),_mRNA
NM_001256035.1	LOC724290	NP_001242964.1	Apis_mellifera_uncharacterized_LOC724290_(LOC724290),_mRNA
NM_001256037.1	PHRF1	NP_001242966.1	Apis_mellifera_PHD_and_ring_finger_domains_1_(PHRF1),_mRNA
NM_001256038.1	LOC100578205	NP_001242967.1	Apis_mellifera_uncharacterized_LOC100578205_(LOC100578205),_mRNA
NM_001256039.1	brp	NP_001242968.1	Apis_mellifera_bruchpilot_(brp),_mRNA
NM_001256040.1	LOC100859932	NP_001242969.1	Apis_mellifera_uncharacterized_LOC100859932_(LOC100859932),_mRNA
NM_001265585.1	tra2	NP_001252514.1	Apis_mellifera_transformer-2_sex-determining_protein_(tra2),_mRNA
NM_001270813.1	CPR14	NP_001257742.1	Apis_mellifera_cuticular_protein_14_(CPR14),_mRNA
NM_001270814.1	CPR22	NP_001257743.1	Apis_mellifera_cuticular_protein_22_(CPR22),_mRNA
NM_001270815.1	CPR21	NP_001257744.1	Apis_mellifera_cuticular_protein_21_(CPR21),_mRNA
NM_001270817.1	CPR1	NP_001257746.1	Apis_mellifera_cuticular_protein_1_(CPR1),_mRNA
NM_001270818.1	CPR2	NP_001257747.1	Apis_mellifera_cuticular_protein_2_(CPR2),_mRNA
NM_001270819.1	CPR3	NP_001257748.1	Apis_mellifera_cuticular_protein_3_(CPR3),_mRNA
NM_001270820.1	CPR4	NP_001257749.1	Apis_mellifera_cuticular_protein_4_(CPR4),_mRNA
NM_001270821.1	CPR5	NP_001257750.1	Apis_mellifera_cuticular_protein_5_(CPR5),_mRNA
NM_001270822.1	CPR6	NP_001257751.1	Apis_mellifera_cuticular_protein_6_(CPR6),_mRNA
NM_001270823.1	CPR11	NP_001257752.1	Apis_mellifera_cuticular_protein_11_(CPR11),_mRNA
NM_001270824.1	CPR12	NP_001257753.1	Apis_mellifera_cuticular_protein_12_(CPR12),_mRNA
NM_001270825.1	CPR13	NP_001257754.1	Apis_mellifera_cuticular_protein_13_(CPR13),_mRNA
NM_001270826.1	CPR16	NP_001257755.1	Apis_mellifera_cuticular_protein_16_(CPR16),_mRNA
NM_001270827.1	CPR17	NP_001257756.1	Apis_mellifera_cuticular_protein_17_(CPR17),_mRNA
NM_001270828.1	CPR18	NP_001257757.1	Apis_mellifera_cuticular_protein_18_(CPR18),_mRNA
NM_001270829.1	CPR27	NP_001257758.1	Apis_mellifera_cuticular_protein_27_(CPR27),_mRNA
NM_001270830.1	CPR28	NP_001257759.1	Apis_mellifera_cuticular_protein_28_(CPR28),_mRNA
NM_001270831.1	CPF1	NP_001257760.1	Apis_mellifera_cuticular_protein_CPF1_(CPF1),_mRNA
NM_001270832.1	CPF2	NP_001257761.1	Apis_mellifera_cuticular_protein_CPF2_(CPF2)
NM_001270833.1	CPF2	NP_001257762.1	Apis_mellifera_cuticular_protein_CPF2_(CPF2)
NM_001276427.1	DHRS4	NP_001263356.1	Apis_mellifera_dehydrogenase/reductase_(SDR_family)_member_4_(DHRS4),_mRNA
NM_001277299.1	LOC410331	NP_001264228.1	Apis_mellifera_transcription_elongation_factor_SPT6-like_(LOC410331),_mRNA
NM_001277300.1	LOC552738	NP_001264229.1	Apis_mellifera_2-hydroxyacyl-CoA_lyase_1-like_(LOC552738),_mRNA
NM_001277301.1	LOC408316	NP_001264230.1	Apis_mellifera_uncharacterized_LOC408316_(LOC408316),_mRNA
NM_001278325.1	LOC726294	NP_001265254.1	Apis_mellifera_orcokinin_peptides_(LOC726294),_mRNA
NM_001278326.1	Syx1A	NP_001265255.1	Apis_mellifera_syntaxin_1A_(Syx1A),_mRNA
NM_001278327.1	Rga	NP_001265256.1	Apis_mellifera_regulator_of_gene_activity_protein_(Rga),_mRNA
NM_001278328.1	LOC551635	NP_001265257.1	Apis_mellifera_uncharacterized_LOC551635_(LOC551635),_mRNA
NM_001278329.1	rtGEF	NP_001265258.1	Apis_mellifera_rho-type_guanine_exchange_factor_(rtGEF),_mRNA
NM_001278330.1	Rep	NP_001265259.1	Apis_mellifera_Rab_escort_protein_(Rep),_mRNA
NM_001278331.1	LOC412643	NP_001265260.1	Apis_mellifera_uncharacterized_LOC412643_(LOC412643),_mRNA
NM_001278332.1	LOC551304	NP_001265261.1	Apis_mellifera_selenoprotein_K-like_(LOC551304),_mRNA
NM_001278333.1	LOC100577883	NP_001265262.1	Apis_mellifera_cytochrome_P450_4aa1-like_(LOC100577883),_mRNA
